Date,Text,Sentiment Scores,Sentiment Label
24/10/2023,"Wisk has become the first eVTOL air taxi company to conduct public flights in Los Angeles County, at Long Beach Airport. 

Read more: https://hubs.la/Q026xcDg0

#airtaxi #evtol #advancedairmobility #aam #flight #electric #aircraft #autonomous #autonomy #tech #mobility 
@WiskAero","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
24/10/2023,"Congratulations to 
@WiskAero
 as it becomes the first eVTOL air taxi company to conduct public flights in Los Angeles.

#wiskaero #evtol #airtaxi #flights #losangeles #advancedairmobility #aviation","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.5994}",positive
23/10/2023,"Over the weekend, Wisk Aero launched the first public air taxi at Long Beach Airport.

 Check out the full video by 
@wisk
.aero, featuring a spectacular takeoff in front of our building!

#AdvancedAirMobility #AviationInnovation #eVTOL #AutonomousFlight #AirTaxi","{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.2003}",positive
23/10/2023,The Japanese Government Is Betting on This Suzuki-Backed Electric Air Taxi - autoevolution - https://goo.gl/alerts/iqkoa4 #evtol #eaviationnews #eaviationupdate #Skydrive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
20/10/2023,"""CEOs of Delta & Joby appeared together this week at a fireside chat in NYC to lay out their vision for a new air taxi service, operated by Joby, that could begin at LaGuardia and John F. Kennedy airports (and at Los Angeles International Airport) as soon as 2025.""
$JOBY #eVTOL","{'neg': 0.0, 'neu': 0.959, 'pos': 0.041, 'compound': 0.25}",positive
19/10/2023,Video: An Exclusive Look Inside The Wisk Aero Autonomous EVTOL Air Taxi - https://goo.gl/alerts/R49TSC #evtol #eaviationnews #wisk,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.128}",positive
18/10/2023,Archer Aviation signs deal to launch its #eVTOL air taxi service across the United Arab Emirates,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4215}",positive
18/10/2023,"#Dubai: Measuring 150 metres in height and reaching speeds of up to 250 km/h, this #airtaxi is setting a new trend in urban transport. The self-driving electric air taxi was unveiled in the ongoing #GITEXGLOBAL23 exhibition.

https://khaleejtimes.com/business/aviation/dubai-what-an-actual-air-taxi-looks-like-up-close…","{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.2023}",positive
17/10/2023,"#NEWS | eVTOL aircraft developer Archer Aviation has announced its plans to commence air taxi operations in the UAE in 2026. 

Read more at AviationSource!

https://aviationsourcenews.com/general-aviation/archer-aviation-announces-plan-for-air-taxis-across-uae/…

#eVTOL #ArcherAviation #airtaxis #UAE #AvGeek","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
17/10/2023,"Two-seater air taxi is granted airworthiness and safety certificate by the Civil Aviation Administration of China (CAAC).

#VTOL 
#flyingtaxi","{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.5859}",positive
17/10/2023,Archer announces plans to launch air taxi service across the UAE  https://verticalmag.com/press-releases/archer-abu-dhabi-investment-office-announce-plan-to-launch-air-taxi-service-across-the-uae/… #evtol #eaviationnews,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
17/10/2023,"California #eVTOL pioneer 
@ArcherAviation
 will launch air taxi services in the #UAE, make Abu Dhabi its first international hub and manufacture in the emirate's Smart and Autonomous Vehicle Industry (#SAVI) Cluster

https://middleeastainews.com/p/evtol-firm-archer-to-manufacture…

#MiddleEastAINews","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.4019}",positive
17/10/2023,Archer have announced plans to launch an air taxi service in Abu Dhabi and is expected to replace 60–90 minute commutes by car with a 10-20 minute electric air taxi flight  Read further details on the announcement below...  #eVTOL #airtaxi #abudhabi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
17/10/2023,American eVTOL developer Archer has announced that the United Arab Emirates (UAE) will be its launch market for its all-electric air taxi service by 2026 #evtol #ElectricVehicles #airtaxi #uae_news #uae #Emirates #aviation #USA #transport,"{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.4215}",positive
16/10/2023,Archer Aviation plans to launch air taxi operations in Abu Dhabi in 2026. #eVTOL #AirTaxi #AbuDhabi Source:  TechCrunch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
16/10/2023,"You don’t step into the future. You leap. We’ve taken that leap and are transforming the future of mobility through safe, all-electric, autonomous flight with our 6th Generation, autonomous, #eVTOL air taxi. #ThoseWhoLeap","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.4404}",positive
16/10/2023,".
@ArcherAviation
 announces plans to launch air taxi service across the UAE
 
The parties plans to begin #airtaxi operations in #AbuDhabi in 2026

Read more here: https://verticalmag.com/press-releases/archer-abu-dhabi-investment-office-announce-plan-to-launch-air-taxi-service-across-the-uae/…

#eVTOL #urbanairmobility #flyingcars","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.4019}",positive
16/10/2023,"Archer and Abu Dhabi Investment Office Announce Plan to Launch Archer's All Electric Air Taxi Service Across the UAE 

$ACHR #ACHR #eVTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
16/10/2023,Archer Aviation & Abu Dhabi Investment Office Announce Plan to Launch Archer’s All-Electric Air Taxi Service Across the UAE - Green Stock News https://greenstocknews.com/news/nyse/achr/archer-abu-dhabi-investment-office-announce-plan-to-launch-archer-s-all-electric-air-taxi-service-across-the-uae… $ACHR #sustainabletransport #eVTOL,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
10/10/2023,"We had a great time exhibiting at the Air Taxi World Congress event in San Francisco last week!

#airtaxiworldcongress #vertiports #advancedairmobility #urbanairmobility #eVTOL #Firstco","{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.6588}",positive
07/10/2023,"#eVTOL


@ArcherAviation
, electric air taxi company backed by

@Boeing
, 
@united
 & 
@Stellantis
, plans to bring urban air mobility to India by 2030

""India poised to potentially be world's largest UAM market:"" Archer CCO Nikhil Goel 
@ngoel


http://toi.in/JoeeZb/a24gk via 
@timesofindia","{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.2732}",positive
07/10/2023,"Participants needed for online survey!

Topic: ""Public Acceptance of Urban Air Mobility based on Air Travel Frequency"" https://surveycircle.com/TRC3QR/ via 
@SurveyCircle
 #EmbryRiddle

#PublicAcceptance #UrbanAirMobility #AirTaxi #AirTravel #air #taxi","{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.5093}",positive
07/10/2023,"#NEWS | Joby Aviation's air taxi begins flight testing with pilot on board. The firm is ramping up their test schedule with the inclusion of pilot manned tests.

Read more at AviationSource!

https://aviationsourcenews.com/general-aviation/joby-begins-flight-testing-with-pilot-on-board/…

#JobyAviation #airtaxi #eVTOL #AvGeek","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
07/10/2023,"Our electric air taxi makes history at UP Summit in Texas as first to fly at the event and in the state. Thank you Dallas-Fort Worth region, for hosting us on our U.S. road trip. Next stop: NBAA-BACE in Vegas, Oct 17-19 #eVTOL #UrbanAirMobility","{'neg': 0.046, 'neu': 0.861, 'pos': 0.092, 'compound': 0.296}",positive
07/10/2023,"Amongst all the hype of #eVTOL and #Autonomous Air Taxi, it is good to hear a developer making this statement: ""You have to be able to get the people and the systems working together in real environments to learn and iterate."" https://tcrn.ch/3Q3JtLM via 
@techcrunch
 

We need…","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.4404}",positive
05/10/2023,"Witness history in the making! Joby’s eVTOL “Air Taxi” is redefining aviation. It’s fast, efficient, and part of the $131M #AgilityPrime contract with the USAF. 

Ready to fly into the future? Read more https://bit.ly/3PBjCt0

#eVTOL #AirTaxi #FutureOfFlight","{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.68}",positive
04/10/2023,"Air taxi Congress is the first step in a correct direction to develop the new era of aviation. Our second century is starting now, not only, 21 century, but also, remote aviation issues are coming in a natural and artificial horizon (ADI) #AAM #drone #UTM #eVTOL #uspace #airtaxi","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.5023}",positive
02/10/2023,"Join us at Air Taxi World Congress tomorrow!  We will be in #SanFrancisco starting tomorrow to learn about what is taking place in the #uam world, and connect with stakeholders in the #evtol industry. Find us at booth W37 or schedule a meeting with us ","{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.3595}",positive
02/10/2023,"Skyportz: ‘Waterfront vertiports are the future for advanced air mobility’


@Skyportz1
 and its partners will release a concept for an #Australian waterfront e-mobility hub at the World Air Taxi Congress in San Francisco.

Read more here: https://verticalmag.com/press-releases/skyportz-waterfront-vertiports-are-the-future-for-advanced-air-mobility/…

#eVTOL #AirTaxi","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.25}",positive
02/10/2023,"Starting tomorrow, our team will be in #SanFrancisco for Air Taxi World Congress! 

We look forward to the opportunity to learn about the current innovations in the #uam and #evtol industry.  Find us at booth W36 or schedule a meeting with us ","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.4753}",positive
02/10/2023,"Find us at Air Taxi World Congress starting tomorrow! 

We look forward to connecting with the #uam & #evtol industry while we are in sunny #SanFrancisco. 

Our team can be found in #SanFrancisco at booth W36 or you can schedule a meeting with us ","{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.4753}",positive
29/09/2023,"Joby Aviation delivers its first air taxi to US Air Force

#nasa #usairforce #jobyaviation #evtol #vtol #airtaxi #mobilitytechnology #airmobility #mobilitytechnews","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
28/09/2023,"Don’t miss our Head of Bus Dev and Sales, Gonzalo Ramos, speaking at #AirTaxiWorldCongress on October 4th. He will provide an update on Overair's #eVTOL development during the Air Taxi Progress, Forecast, and Vertical Integration panel. #airtaxi #AAM #UAM","{'neg': 0.039, 'neu': 0.894, 'pos': 0.068, 'compound': 0.296}",positive
28/09/2023,"Join us at #NBAA2023 in Las Vegas from Oct. 17-19! Explore the future of air travel as 
@volocopter
's electric 2X air taxi will be on display via a series of flights, unveiling game-changing advanced air mobility tech: https://nbaa.org/2023-press-releases/nbaa-bace-volocopter-flights-to-showcase-groundbreaking-air-mobility-technologies/… #UrbanAirMobility #eVTOL","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.5411}",positive
27/09/2023,"#US #AirForce Receives Its First #VTOL Electric Air Taxi: #Joby Aviation delivered the aircraft, which can carry a pilot and four passengers, to Edwards Air Force Base in California for testing https://buff.ly/3rsvqpE #USAF #airTaxi #tech #science #green #environment #EV","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
26/09/2023,"The Air Force’s big new electric taxi flies at 200 mph
https://popsci.com/technology/joby-aviation-edwards-air-force-base/… #eVTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
26/09/2023,"Joby delivers eVTOL air taxi to U.S. Air Force - Vertical Mag - https://goo.gl/alerts/wcrVwo
#evtol #eaviationnews #joby #airforce","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
26/09/2023,"Exciting news!  Joby Aviation just delivered a five-seat electric air  taxi to the U.S. Air Force, marking the first eVTOL aircraft delivery to a paying customer in the U.S.  

#ElectricAviation #eVTOL #JobyAviation

: 
@jobyaviation


https://futureflight.aero/news-article/2023-09-25/joby-delivers-first-evtol-aircraft-us-air-force…","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.5411}",positive
25/09/2023,"Congrats to 
@jobyaviation
 on delivering its first aircraft to the 
@usairforce
 — the first-ever delivery of an #eVTOL air taxi to a paying customer in the United States! ","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.7574}",positive
25/09/2023,".
@jobyaviation
 has delivered its #eVTOL aircraft to the U.S. Air Force, giving the air taxi developer a major boost as it seeks commercial certification from the U.S. Federal Aviation Administration (FAA).

Read more here: https://verticalmag.com/news/joby-delivers-evtol-air-taxi-to-u-s-air-force/…

#usairforce #urbanairmobility","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.6249}",positive
25/09/2023,"News  


@jobyaviation
 Delivers First #eVTOL Aircraft to Edwards Air Force Base Ahead of Schedule

• $JOBY Aircraft Becomes First Electric Air Taxi Delivered to the 
@usairforce
 

• Believed to be the First Electric Air Taxi Delivered in the U.S

• Aircraft will be Used to…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
25/09/2023,"The #eVTOL aircraft, developed by Shanghai TCab Technology, has recently completed all trail flight tests and is on track to have its maiden flight by the end of 2023.

The aircraft, which can carry four passengers and a pilot, will serve as an ""air #taxi"" with a long-term…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
22/09/2023,"Any 9-11 year olds interested in becoming #eVTOL air taxi pilots? 
@flight_crowd
 gets schoolkids excited about the Future of Flight here at Cool Aeronautics #FoF23 #STEM at RAeS HQ today!","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.7712}",positive
21/09/2023,SKYTRAC is attending the Air Taxi World Congress.  Join our team in #SanFrancisco from October 2 - 5 to learn all about what is taking place in the #evtol industry. Are you attending? Meet with our team by filling out our form with your availability ,"{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.296}",positive
21/09/2023,"Demo flights of the Chinese-made Ehang two-seater air taxi have commenced from Jerusalem’s Hadassah Hospital. 

#Jerusalem #Israel #Drone #Drones #DroneDelivery #AirTaxi #eVTOL #Tech #Technology #TechNews #TechnologyNews #MiddleEast #MENA #TechMGZN","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
20/09/2023,"You can find the Flight Data Systems' team at Air Taxi World Congress this fall! 
From October 2-5 our team will be in #SanFrancisco connecting with the #uam and #evtol industry.  Connect with our team while they are there by filling out our form ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
19/09/2023,"Joby Aviation to build air taxi production plant in #Ohio
https://reuters.com/business/aerospace-defense/joby-aviation-build-air-taxi-production-plant-ohio-2023-09-18/… #eVTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
15/09/2023,"The emergence of the new advanced air mobility sector offers the opportunity of a fresh start to creating a new
 training culture for safe 'air taxi' services #avgeek #FoF23 #eVTOL https://ow.ly/ay2150PLX6W","{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.8807}",positive
15/09/2023,Amid all the hype for urban air taxi services - one missing part of the puzzle - what does an #eVTOL pilot training career path look like? #avgeek #FoF23 #eVTOL https://ow.ly/Aq9z50PLX6n,"{'neg': 0.069, 'neu': 0.852, 'pos': 0.079, 'compound': 0.0772}",positive
15/09/2023,"A brief video clip from yesterday’s event in Wuhu, Anhui.


@EHANG
 $EH passenger drones are designed for urban air mobility — #eVTOL air taxi:","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
15/09/2023,"The emergence of the new advanced air mobility sector offers the opportunity of a fresh start to creating a new
 training culture for safe 'air taxi' services #avgeek #FoF23 #eVTOL https://ow.ly/O4VH50PLWza","{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.8807}",positive
15/09/2023,Amid all the hype for urban air taxi services - one missing part of the puzzle - what does an #eVTOL pilot training career path look like? #avgeek #FoF23 #eVTOL https://ow.ly/jh3U50PLWvt,"{'neg': 0.069, 'neu': 0.852, 'pos': 0.079, 'compound': 0.0772}",positive
13/09/2023,"eVTOL newbie Dreamfly bags seed fund to advance work on drone, air taxi https://cnrobopedia.com/evtol-newbie-dreamfly-bags-seed-fund-to-advance-work-on-drone-air-taxi/…
#eVTOL #Dreamfly #drone #UAV","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11/09/2023,"It is the first-ever candidate for FAA certification of an autonomous passenger-carrying eVTOL air taxi.

@WiskAero
 #eVTOL #airtaxi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
11/09/2023,"Canada to Launch a New Air Taxi Corridor With a Focus on Indigenous Communities - https://goo.gl/alerts/Hrpj56
#eaviationnews #evtol","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
09/09/2023,#NEOM and Volocopter: First Electric Air Taxi Flight in Saudi Arabia https://cyberpogo.com/2023/06/21/neom-and-volocopter-first-electric-air-taxi-flight-in-saudi-arabia/… #eVTOL #Volocopter #AirTaxi #SaudiArabia #Aircraft,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
08/09/2023,"Which cities are in the lead to roll-out of electric air taxi services? Expert commentary from 
@DarrellAviation
 of 
@EAMaven
 on the global #eVTOL race  #avgeek #FoF23 #AAM #UAM https://ow.ly/XZ3050PJbI1","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
07/09/2023,".
@WiskAero
 brings autonomous air taxi to heart of Washington, DC

Read more here: https://verticalmag.com/press-releases/wisk-brings-autonomous-air-taxi-to-heart-of-washington-dc/…

#AirTaxi #eVTOL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
07/09/2023,"Wisk to display autonomous air taxi at Global Aerospace Summit

More details: https://hubs.la/Q021ffmt0

#evtol #autonomous #autonomy #airtaxi #aerospace #airspace #aircraft #flight #aviation #transport 
@WiskAero","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
06/09/2023,"Wisk Aero to showcase their autonomous technology by bringing our 6th Generation Air Taxi to the heart of D.C. https://businesswire.com/news/home/20230905824026/en/Wisk-Brings-Autonomous-Air-Taxi-to-Heart-of-Washington-DC… 
#eaviationnews #evtol #wisk #AAM","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
31/08/2023,"OFFICIAL NEWS RELEASE from the CAAC says, “EH216-S pilotless passenger aircraft is about to enter commercial operation” — http://caacnews.com.cn/thpd/202308/t20230831_1370065.html…


@EHANG
 $EH is soon starting the world’s first and only #eVTOL “air taxi” commercial service with its autonomous passenger aircraft.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
30/08/2023,"NASA’s Wind Study to Enhance Air Taxi Safety

Find out more: https://hubs.ly/Q020wvV_0

#advancedairmobility #aam #airtaxi #evtol #nasa #flight #aviation #aircraft #weather #wind #technology #tech #aerospace #mobility 
@NASA","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4215}",positive
29/08/2023,"A new NASA flight campaign studying wind aims to gather information to enhance air taxi safety. 

Find out more: https://hubs.ly/Q020wCt60

#advancedairmobility #aam #airtaxi #evtol #nasa #flight #aviation #aircraft #weather #wind #technology #tech #aerospace #mobility 
@NASA","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.4215}",positive
28/08/2023,"Joby Aviation announced that Marina has missed the cut for a new air taxi factory.
#marinaca #montereycounty #santacruzcounty #sanbenitocounty #montereybayarea #electricaircraft #eVTOL","{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.5106}",negative
28/08/2023,"@ehang
  to Become First Certified Commercial #eVTOL Air Taxi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
26/08/2023,Joby Aviation narrows down to Ohio or North Carolina for new air taxi factory | TechCrunch - https://goo.gl/alerts/AhYJCN #eaviationnews #evtol #joby,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
22/08/2023,"Great article from 
@BusinessInsider
 Taylor rains about 
@jobyaviation
 

• The growing electric air taxi market is expected to be a $57 billion industry by 2035

• Startups are racing to build the first certified #eVTOL thanks to investments from airlines like 
@united
 and 
@Delta
…","{'neg': 0.0, 'neu': 0.768, 'pos': 0.232, 'compound': 0.8807}",positive
21/08/2023,"Kolin Schunck of Lufthansa outlines air taxi strategy

The #AIRTAXI team is excited to provide a preview of Kolin Schunck’s upcoming talk on route network planning on Oct. 4.

Read more here:
https://verticalmag.com/q-and-a/kolin-schunck-of-lufthansa-outlines-air-taxi-strategy/…

#eVTOL #futureofflight","{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.34}",positive
21/08/2023,"Second high-profile test flight crash rocks eVTOL industry! 

Britain is now without a full-size eVTOL air taxi prototype after the unfortunate test flight crash of Vertical Aerospace's VX4 > https://ow.ly/nW3h50PzmxO

#Aerospace #eVTOL #Aircraft","{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.8268}",negative
18/08/2023,Archer Aviation Air Taxi a scam …  https://grizzlyreports.com/we-believe-archer-aviation-inc-nasdaqachr-is-a-lame-duck/… … #archer #evtol #scam #aviation #grizzly #archeraviation,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.5719}",negative
16/08/2023,"#eVTOL milestone: Joby Aviation successfully flies production prototype of its S4 eVTOL air taxi https://ifs.link/bWlRq1 A key step on the road to commercial use of #AdvancedAirVehicles 
@FlightGlobal","{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4939}",positive
16/08/2023,"You heard it here first: 
@ArcherAviation
 targets Sydney, Melbourne, and/or Brisbane as #eVTOL air taxi early adopter cities in Australia as the company's chief safety officer launches diplomatic mission Down Under. Intelligence report filed with UK CAA.  https://twitter.com/eVTOLnWithNolen/status/1691682522634080267…","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.7096}",positive
10/08/2023,"UrbanV has announced 
@awscloud
 as its latest partner to develop a city-wide infrastructure for air taxi services in Rome.

Click here to read more  https://ow.ly/Yfz950PwKEi

#evtol #vertiports #urbanmobility","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
08/08/2023, Vertical takeoff and landing in action! Boeing's Wisk Aero wows the crowd with innovative air taxi flights at EAA AirVenture. Discover the future of urban mobility. #AerospaceInnovation #AirTaxi,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.7345}",positive
05/08/2023,"Archer Aims to Revolutionize Air Travel With Its Midnight eVTOL Air Taxi... https://youtu.be/Ao5XmGCBCkI via 
@YouTube
.  

#Bitcoin 
@ArcherAviation
 #evtol 
@ARKInvest
 #recurringDREAM #IcanFLY #EVs  #crypto 
@Teslarati
 #617bostonStRONG $tsla 
@PolestarCars
 
@NIOGlobal","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
04/08/2023,"Tired of traffic jams? Buckle up for the #futureoftransport with Joby's electric air taxi. It's giving Tesla a literal run for its money. 
#CaptainElectro #CptElectro #eVTOL #JobyAviation

https://captainelectro.com/aircraft/who-needs-a-tesla-when-you-can-fly-the-electric-skies-in-a-joby…","{'neg': 0.096, 'neu': 0.825, 'pos': 0.079, 'compound': -0.128}",negative
03/08/2023,"Amprius Unveils Industry Leading Ultra-High-Power-High-Energy Lithium-ion Battery, Advancing Aviation and Electric Vehicle Performance.. 400Wh/kg! Great news for upcoming evTOLs and Air Taxi's
https://ow.ly/tEKo50Ps5KO

#USI #AMPRIUS #Batteries #EnergyStorage #eVTOL","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.6588}",positive
02/08/2023,"Archer shares jump on air taxi deal with US Air Force
https://reuters.com/business/aerospace-defense/archer-shares-jump-air-taxi-deal-with-us-air-force-2023-07-31/… #eVTOL","{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.296}",positive
01/08/2023,#Archer shares jump on air taxi deal with #USAirForce https://reuters.com/business/aerospace-defense/archer-shares-jump-air-taxi-deal-with-us-air-force-2023-07-31/… #evtol #airtaxi,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.296}",positive
31/07/2023,"A Chinese eVTOL-maker recently succeeded in executing the world's first formation flight of three autonomous #eVTOL aircraft in Shanghai, marking a breakthrough in the electric-powered ""air taxi"" industry.","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4215}",positive
31/07/2023,"A Chinese eVTOL-maker recently succeeded in executing the world's first formation flight of three autonomous #eVTOL aircraft in Shanghai, marking a breakthrough in the electric-powered ""air taxi"" industry.","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4215}",positive
30/07/2023,"A Chinese eVTOL-maker recently succeeded in executing the world's first formation flight of three autonomous #eVTOL aircraft in Shanghai, marking a breakthrough in the electric-powered ""air taxi"" industry.","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4215}",positive
29/07/2023,"A Chinese eVTOL-maker recently succeeded in executing the world's first formation flight of three autonomous #eVTOL aircraft in Shanghai, marking a breakthrough in the electric-powered ""air taxi"" industry.","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4215}",positive
29/07/2023,"A Chinese eVTOL-maker recently succeeded in executing the world's first formation flight of three autonomous #eVTOL aircraft in Shanghai, marking a breakthrough in the electric-powered ""air taxi"" industry.","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4215}",positive
28/07/2023,"Wisk has completed the first public demonstration flight of a fully autonomous eVTOL fixed-wing air taxi. Find out more: https://hubs.la/Q01ZfHyS0

#advancedairmobility #aam #evtol #oshkosh #demonstration #flight #aerospace #electric #transport #autonomous #technology #airtaxi","{'neg': 0.0, 'neu': 0.955, 'pos': 0.045, 'compound': 0.1027}",positive
28/07/2023,"The air mobility company completed the world's first public demonstration flight of an #autonomous #eVTOL fixed-wing air taxi.


@WiskAero
 #WiskAero 
@EAA
 #AirVenture","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.1027}",positive
27/07/2023,"The first public demonstration flight of a fully autonomous eVTOL was just completed by 
@WiskAero
 at the 
@EAA
 AirVenture.

During the flight, the #eVTOL air taxi successfully transitioned from hovering to wingborne flight four times, while also performing various maneuvers to…","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.5574}",positive
27/07/2023, Wisk Aero has just achieved a groundbreaking milestone! They completed the world's first-ever public demonstration flight of an autonomous eVTOL air taxi. Read more about this exciting moment in aviation history here: https://aviation24.be/manufacturers/wisk/wisk-aero-completes-first-ever-public-demonstration-flight-at-eaa-airventure/… #Aviation #Innovation #eVTOL,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.6977}",positive
26/07/2023,"Congratulations to 
@WiskAero
 who made history today with the world’s first public demonstration flight of a fully #autonomous, electric vertical takeoff and landing (#eVTOL), fixed-wing air taxi

Watch the video and read more here:","{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.6486}",positive
26/07/2023,"The first-ever public demonstration of a completely autonomous eVTOL flight took place, showcasing the Wisk Aero fifth-generation air taxi 
@WiskAero
 #evtol #ElectricVehicle #flights #aviation #airtaxi #autonomous","{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.1027}",positive
